freq_GHz,S11_dB_flat_0pct,S11_dB_flat_5pct,S11_dB_flat_10pct,S11_dB_flat_15pct,S11_dB_flat_20pct
1.500000,-0.3466,-0.3574,-0.3822,-0.3985,-0.4178
1.502000,-0.3476,-0.3594,-0.3844,-0.4010,-0.4209
1.504000,-0.3487,-0.3614,-0.3866,-0.4036,-0.4240
1.506000,-0.3497,-0.3633,-0.3888,-0.4061,-0.4271
1.508000,-0.3508,-0.3653,-0.3909,-0.4087,-0.4302
1.510000,-0.3519,-0.3673,-0.3931,-0.4113,-0.4333
1.512000,-0.3530,-0.3693,-0.3954,-0.4138,-0.4364
1.514000,-0.3542,-0.3713,-0.3976,-0.4164,-0.4395
1.516000,-0.3553,-0.3733,-0.3998,-0.4190,-0.4426
1.518000,-0.3564,-0.3753,-0.4020,-0.4216,-0.4457
1.520000,-0.3576,-0.3773,-0.4043,-0.4242,-0.4488
1.522000,-0.3588,-0.3793,-0.4065,-0.4268,-0.4519
1.524000,-0.3600,-0.3813,-0.4088,-0.4294,-0.4551
1.526000,-0.3612,-0.3833,-0.4110,-0.4320,-0.4582
1.528000,-0.3624,-0.3853,-0.4133,-0.4346,-0.4613
1.530000,-0.3636,-0.3873,-0.4156,-0.4372,-0.4645
1.532000,-0.3649,-0.3894,-0.4179,-0.4399,-0.4676
1.534000,-0.3661,-0.3914,-0.4202,-0.4425,-0.4707
1.536000,-0.3674,-0.3934,-0.4225,-0.4452,-0.4739
1.538000,-0.3687,-0.3955,-0.4248,-0.4479,-0.4771
1.540000,-0.3700,-0.3975,-0.4271,-0.4505,-0.4802
1.542000,-0.3713,-0.3996,-0.4295,-0.4532,-0.4834
1.544000,-0.3726,-0.4017,-0.4318,-0.4559,-0.4866
1.546000,-0.3740,-0.4037,-0.4342,-0.4586,-0.4898
1.548000,-0.3754,-0.4058,-0.4366,-0.4613,-0.4929
1.550000,-0.3767,-0.4079,-0.4390,-0.4640,-0.4961
1.552000,-0.3781,-0.4100,-0.4414,-0.4668,-0.4994
1.554000,-0.3795,-0.4121,-0.4438,-0.4695,-0.5026
1.556000,-0.3810,-0.4142,-0.4462,-0.4723,-0.5058
1.558000,-0.3824,-0.4163,-0.4486,-0.4751,-0.5090
1.560000,-0.3838,-0.4184,-0.4511,-0.4778,-0.5123
1.562000,-0.3853,-0.4205,-0.4535,-0.4806,-0.5155
1.564000,-0.3868,-0.4226,-0.4560,-0.4834,-0.5188
1.566000,-0.3883,-0.4248,-0.4585,-0.4862,-0.5221
1.568000,-0.3898,-0.4269,-0.4610,-0.4891,-0.5254
1.570000,-0.3914,-0.4291,-0.4635,-0.4919,-0.5287
1.572000,-0.3929,-0.4313,-0.4660,-0.4948,-0.5320
1.574000,-0.3945,-0.4334,-0.4685,-0.4976,-0.5353
1.576000,-0.3961,-0.4356,-0.4711,-0.5005,-0.5387
1.578000,-0.3977,-0.4378,-0.4736,-0.5034,-0.5420
1.580000,-0.3993,-0.4400,-0.4762,-0.5063,-0.5454
1.582000,-0.4009,-0.4422,-0.4788,-0.5093,-0.5488
1.584000,-0.4025,-0.4444,-0.4814,-0.5122,-0.5522
1.586000,-0.4042,-0.4467,-0.4840,-0.5152,-0.5556
1.588000,-0.4059,-0.4489,-0.4867,-0.5181,-0.5590
1.590000,-0.4076,-0.4512,-0.4893,-0.5211,-0.5625
1.592000,-0.4093,-0.4534,-0.4920,-0.5241,-0.5659
1.594000,-0.4110,-0.4557,-0.4947,-0.5272,-0.5694
1.596000,-0.4128,-0.4580,-0.4974,-0.5302,-0.5729
1.598000,-0.4146,-0.4603,-0.5001,-0.5333,-0.5764
1.600000,-0.4164,-0.4626,-0.5028,-0.5363,-0.5799
1.602000,-0.4182,-0.4649,-0.5056,-0.5394,-0.5835
1.604000,-0.4200,-0.4672,-0.5083,-0.5425,-0.5870
1.606000,-0.4218,-0.4695,-0.5111,-0.5457,-0.5906
1.608000,-0.4237,-0.4719,-0.5139,-0.5488,-0.5942
1.610000,-0.4256,-0.4743,-0.5168,-0.5520,-0.5978
1.612000,-0.4275,-0.4766,-0.5196,-0.5552,-0.6015
1.614000,-0.4294,-0.4790,-0.5225,-0.5584,-0.6051
1.616000,-0.4313,-0.4814,-0.5253,-0.5616,-0.6088
1.618000,-0.4333,-0.4839,-0.5282,-0.5648,-0.6125
1.620000,-0.4352,-0.4863,-0.5311,-0.5681,-0.6163
1.622000,-0.4372,-0.4887,-0.5341,-0.5714,-0.6200
1.624000,-0.4392,-0.4912,-0.5370,-0.5747,-0.6238
1.626000,-0.4413,-0.4937,-0.5400,-0.5780,-0.6276
1.628000,-0.4433,-0.4961,-0.5430,-0.5814,-0.6314
1.630000,-0.4454,-0.4986,-0.5460,-0.5848,-0.6352
1.632000,-0.4475,-0.5012,-0.5490,-0.5881,-0.6391
1.634000,-0.4496,-0.5037,-0.5521,-0.5916,-0.6430
1.636000,-0.4517,-0.5062,-0.5552,-0.5950,-0.6469
1.638000,-0.4538,-0.5088,-0.5583,-0.5985,-0.6508
1.640000,-0.4560,-0.5114,-0.5614,-0.6020,-0.6548
1.642000,-0.4582,-0.5140,-0.5645,-0.6055,-0.6588
1.644000,-0.4604,-0.5166,-0.5677,-0.6090,-0.6628
1.646000,-0.4626,-0.5192,-0.5709,-0.6126,-0.6669
1.648000,-0.4649,-0.5218,-0.5741,-0.6162,-0.6710
1.650000,-0.4671,-0.5245,-0.5773,-0.6198,-0.6751
1.652000,-0.4694,-0.5272,-0.5806,-0.6234,-0.6792
1.654000,-0.4717,-0.5299,-0.5839,-0.6271,-0.6834
1.656000,-0.4741,-0.5326,-0.5872,-0.6308,-0.6876
1.658000,-0.4764,-0.5353,-0.5905,-0.6345,-0.6918
1.660000,-0.4788,-0.5381,-0.5939,-0.6383,-0.6961
1.662000,-0.4812,-0.5408,-0.5973,-0.6421,-0.7004
1.664000,-0.4836,-0.5436,-0.6007,-0.6459,-0.7047
1.666000,-0.4861,-0.5464,-0.6041,-0.6497,-0.7090
1.668000,-0.4885,-0.5492,-0.6076,-0.6536,-0.7134
1.670000,-0.4910,-0.5521,-0.6111,-0.6575,-0.7179
1.672000,-0.4935,-0.5549,-0.6146,-0.6614,-0.7223
1.674000,-0.4961,-0.5578,-0.6181,-0.6654,-0.7268
1.676000,-0.4986,-0.5607,-0.6217,-0.6693,-0.7313
1.678000,-0.5012,-0.5637,-0.6253,-0.6734,-0.7359
1.680000,-0.5038,-0.5666,-0.6289,-0.6774,-0.7405
1.682000,-0.5064,-0.5696,-0.6325,-0.6815,-0.7451
1.684000,-0.5091,-0.5725,-0.6362,-0.6856,-0.7498
1.686000,-0.5118,-0.5756,-0.6399,-0.6898,-0.7545
1.688000,-0.5145,-0.5786,-0.6437,-0.6939,-0.7593
1.690000,-0.5172,-0.5816,-0.6474,-0.6982,-0.7641
1.692000,-0.5199,-0.5847,-0.6512,-0.7024,-0.7689
1.694000,-0.5227,-0.5878,-0.6551,-0.7067,-0.7738
1.696000,-0.5255,-0.5909,-0.6589,-0.7110,-0.7787
1.698000,-0.5283,-0.5941,-0.6628,-0.7154,-0.7836
1.700000,-0.5311,-0.5972,-0.6667,-0.7198,-0.7886
1.702000,-0.5340,-0.6004,-0.6707,-0.7242,-0.7937
1.704000,-0.5369,-0.6036,-0.6747,-0.7287,-0.7988
1.706000,-0.5398,-0.6069,-0.6787,-0.7332,-0.8039
1.708000,-0.5428,-0.6101,-0.6827,-0.7377,-0.8091
1.710000,-0.5457,-0.6134,-0.6868,-0.7423,-0.8143
1.712000,-0.5487,-0.6167,-0.6910,-0.7469,-0.8195
1.714000,-0.5518,-0.6200,-0.6951,-0.7516,-0.8248
1.716000,-0.5548,-0.6234,-0.6993,-0.7563,-0.8302
1.718000,-0.5579,-0.6268,-0.7035,-0.7610,-0.8356
1.720000,-0.5610,-0.6302,-0.7078,-0.7658,-0.8411
1.722000,-0.5641,-0.6336,-0.7121,-0.7706,-0.8466
1.724000,-0.5673,-0.6371,-0.7164,-0.7755,-0.8521
1.726000,-0.5705,-0.6406,-0.7208,-0.7804,-0.8577
1.728000,-0.5737,-0.6441,-0.7252,-0.7853,-0.8634
1.730000,-0.5769,-0.6477,-0.7296,-0.7903,-0.8691
1.732000,-0.5802,-0.6512,-0.7341,-0.7954,-0.8748
1.734000,-0.5835,-0.6548,-0.7386,-0.8004,-0.8806
1.736000,-0.5868,-0.6585,-0.7432,-0.8056,-0.8865
1.738000,-0.5902,-0.6621,-0.7478,-0.8107,-0.8924
1.740000,-0.5936,-0.6658,-0.7524,-0.8160,-0.8984
1.742000,-0.5970,-0.6695,-0.7571,-0.8212,-0.9044
1.744000,-0.6004,-0.6733,-0.7618,-0.8265,-0.9105
1.746000,-0.6039,-0.6771,-0.7665,-0.8319,-0.9167
1.748000,-0.6074,-0.6809,-0.7713,-0.8373,-0.9229
1.750000,-0.6109,-0.6847,-0.7762,-0.8428,-0.9291
1.752000,-0.6145,-0.6886,-0.7810,-0.8483,-0.9354
1.754000,-0.6181,-0.6925,-0.7860,-0.8538,-0.9418
1.756000,-0.6217,-0.6964,-0.7909,-0.8594,-0.9483
1.758000,-0.6253,-0.7004,-0.7959,-0.8651,-0.9548
1.760000,-0.6290,-0.7044,-0.8010,-0.8708,-0.9613
1.762000,-0.6327,-0.7084,-0.8061,-0.8766,-0.9680
1.764000,-0.6365,-0.7125,-0.8112,-0.8824,-0.9747
1.766000,-0.6403,-0.7166,-0.8164,-0.8883,-0.9814
1.768000,-0.6441,-0.7207,-0.8217,-0.8942,-0.9883
1.770000,-0.6479,-0.7248,-0.8269,-0.9002,-0.9952
1.772000,-0.6518,-0.7290,-0.8323,-0.9062,-1.0021
1.774000,-0.6557,-0.7333,-0.8376,-0.9123,-1.0092
1.776000,-0.6597,-0.7375,-0.8431,-0.9185,-1.0163
1.778000,-0.6636,-0.7418,-0.8485,-0.9247,-1.0235
1.780000,-0.6676,-0.7462,-0.8541,-0.9310,-1.0307
1.782000,-0.6717,-0.7506,-0.8596,-0.9373,-1.0380
1.784000,-0.6758,-0.7550,-0.8653,-0.9437,-1.0454
1.786000,-0.6799,-0.7594,-0.8709,-0.9502,-1.0529
1.788000,-0.6840,-0.7639,-0.8766,-0.9567,-1.0605
1.790000,-0.6882,-0.7684,-0.8824,-0.9633,-1.0681
1.792000,-0.6924,-0.7730,-0.8883,-0.9699,-1.0758
1.794000,-0.6967,-0.7776,-0.8941,-0.9766,-1.0836
1.796000,-0.7009,-0.7822,-0.9001,-0.9834,-1.0914
1.798000,-0.7053,-0.7869,-0.9061,-0.9902,-1.0994
1.800000,-0.7096,-0.7916,-0.9121,-0.9971,-1.1074
1.802000,-0.7140,-0.7964,-0.9182,-1.0041,-1.1155
1.804000,-0.7184,-0.8012,-0.9244,-1.0111,-1.1237
1.806000,-0.7229,-0.8060,-0.9306,-1.0182,-1.1320
1.808000,-0.7274,-0.8109,-0.9368,-1.0254,-1.1403
1.810000,-0.7320,-0.8158,-0.9432,-1.0326,-1.1488
1.812000,-0.7365,-0.8208,-0.9495,-1.0400,-1.1573
1.814000,-0.7412,-0.8258,-0.9560,-1.0473,-1.1659
1.816000,-0.7458,-0.8308,-0.9625,-1.0548,-1.1747
1.818000,-0.7505,-0.8359,-0.9691,-1.0623,-1.1835
1.820000,-0.7552,-0.8410,-0.9757,-1.0699,-1.1924
1.822000,-0.7600,-0.8462,-0.9824,-1.0776,-1.2014
1.824000,-0.7648,-0.8514,-0.9891,-1.0854,-1.2105
1.826000,-0.7697,-0.8567,-0.9959,-1.0932,-1.2196
1.828000,-0.7746,-0.8620,-1.0028,-1.1011,-1.2289
1.830000,-0.7795,-0.8674,-1.0098,-1.1091,-1.2383
1.832000,-0.7845,-0.8728,-1.0168,-1.1172,-1.2478
1.834000,-0.7895,-0.8782,-1.0238,-1.1254,-1.2574
1.836000,-0.7946,-0.8837,-1.0310,-1.1336,-1.2671
1.838000,-0.7997,-0.8892,-1.0382,-1.1419,-1.2769
1.840000,-0.8048,-0.8948,-1.0455,-1.1503,-1.2868
1.842000,-0.8100,-0.9005,-1.0528,-1.1588,-1.2968
1.844000,-0.8152,-0.9062,-1.0602,-1.1674,-1.3069
1.846000,-0.8205,-0.9119,-1.0677,-1.1760,-1.3171
1.848000,-0.8258,-0.9177,-1.0753,-1.1848,-1.3275
1.850000,-0.8312,-0.9235,-1.0829,-1.1936,-1.3379
1.852000,-0.8366,-0.9294,-1.0906,-1.2026,-1.3485
1.854000,-0.8420,-0.9353,-1.0983,-1.2116,-1.3592
1.856000,-0.8475,-0.9413,-1.1062,-1.2207,-1.3700
1.858000,-0.8531,-0.9474,-1.1141,-1.2299,-1.3809
1.860000,-0.8587,-0.9535,-1.1221,-1.2392,-1.3919
1.862000,-0.8643,-0.9596,-1.1302,-1.2486,-1.4031
1.864000,-0.8700,-0.9658,-1.1383,-1.2581,-1.4144
1.866000,-0.8757,-0.9721,-1.1466,-1.2677,-1.4258
1.868000,-0.8815,-0.9784,-1.1549,-1.2774,-1.4373
1.870000,-0.8873,-0.9848,-1.1633,-1.2871,-1.4490
1.872000,-0.8932,-0.9912,-1.1717,-1.2970,-1.4608
1.874000,-0.8991,-0.9977,-1.1803,-1.3070,-1.4727
1.876000,-0.9051,-1.0042,-1.1889,-1.3171,-1.4847
1.878000,-0.9111,-1.0108,-1.1977,-1.3273,-1.4969
1.880000,-0.9171,-1.0175,-1.2065,-1.3376,-1.5093
1.882000,-0.9232,-1.0242,-1.2154,-1.3481,-1.5217
1.884000,-0.9294,-1.0309,-1.2243,-1.3586,-1.5343
1.886000,-0.9356,-1.0378,-1.2334,-1.3692,-1.5471
1.888000,-0.9419,-1.0447,-1.2425,-1.3800,-1.5600
1.890000,-0.9482,-1.0516,-1.2518,-1.3908,-1.5730
1.892000,-0.9546,-1.0586,-1.2611,-1.4018,-1.5862
1.894000,-0.9610,-1.0657,-1.2706,-1.4129,-1.5996
1.896000,-0.9675,-1.0728,-1.2801,-1.4241,-1.6131
1.898000,-0.9740,-1.0800,-1.2897,-1.4354,-1.6267
1.900000,-0.9806,-1.0873,-1.2994,-1.4469,-1.6405
1.902000,-0.9873,-1.0946,-1.3092,-1.4584,-1.6545
1.904000,-0.9939,-1.1020,-1.3191,-1.4701,-1.6686
1.906000,-1.0007,-1.1095,-1.3291,-1.4819,-1.6829
1.908000,-1.0075,-1.1170,-1.3392,-1.4939,-1.6973
1.910000,-1.0144,-1.1246,-1.3494,-1.5060,-1.7120
1.912000,-1.0213,-1.1323,-1.3597,-1.5182,-1.7267
1.914000,-1.0283,-1.1400,-1.3701,-1.5305,-1.7417
1.916000,-1.0353,-1.1478,-1.3806,-1.5429,-1.7568
1.918000,-1.0424,-1.1556,-1.3912,-1.5555,-1.7721
1.920000,-1.0495,-1.1636,-1.4019,-1.5683,-1.7876
1.922000,-1.0567,-1.1716,-1.4127,-1.5811,-1.8033
1.924000,-1.0640,-1.1797,-1.4236,-1.5941,-1.8192
1.926000,-1.0713,-1.1878,-1.4347,-1.6073,-1.8352
1.928000,-1.0787,-1.1961,-1.4458,-1.6206,-1.8514
1.930000,-1.0862,-1.2044,-1.4571,-1.6340,-1.8678
1.932000,-1.0937,-1.2127,-1.4685,-1.6476,-1.8844
1.934000,-1.1013,-1.2212,-1.4800,-1.6613,-1.9012
1.936000,-1.1089,-1.2297,-1.4916,-1.6752,-1.9183
1.938000,-1.1166,-1.2383,-1.5033,-1.6892,-1.9355
1.940000,-1.1244,-1.2470,-1.5151,-1.7034,-1.9529
1.942000,-1.1322,-1.2557,-1.5271,-1.7178,-1.9705
1.944000,-1.1401,-1.2646,-1.5392,-1.7322,-1.9883
1.946000,-1.1481,-1.2735,-1.5514,-1.7469,-2.0064
1.948000,-1.1561,-1.2825,-1.5637,-1.7617,-2.0246
1.950000,-1.1642,-1.2916,-1.5761,-1.7767,-2.0431
1.952000,-1.1724,-1.3007,-1.5887,-1.7918,-2.0618
1.954000,-1.1806,-1.3100,-1.6014,-1.8072,-2.0807
1.956000,-1.1889,-1.3193,-1.6143,-1.8226,-2.0999
1.958000,-1.1972,-1.3287,-1.6272,-1.8383,-2.1192
1.960000,-1.2057,-1.3382,-1.6403,-1.8541,-2.1389
1.962000,-1.2142,-1.3478,-1.6536,-1.8701,-2.1587
1.964000,-1.2228,-1.3575,-1.6670,-1.8863,-2.1788
1.966000,-1.2314,-1.3673,-1.6805,-1.9027,-2.1991
1.968000,-1.2401,-1.3771,-1.6941,-1.9192,-2.2197
1.970000,-1.2489,-1.3870,-1.7079,-1.9359,-2.2406
1.972000,-1.2578,-1.3971,-1.7218,-1.9529,-2.2616
1.974000,-1.2667,-1.4072,-1.7359,-1.9700,-2.2830
1.976000,-1.2757,-1.4174,-1.7501,-1.9873,-2.3046
1.978000,-1.2848,-1.4277,-1.7645,-2.0048,-2.3265
1.980000,-1.2940,-1.4381,-1.7790,-2.0224,-2.3486
1.982000,-1.3032,-1.4486,-1.7937,-2.0403,-2.3710
1.984000,-1.3126,-1.4592,-1.8085,-2.0584,-2.3937
1.986000,-1.3220,-1.4699,-1.8235,-2.0767,-2.4167
1.988000,-1.3314,-1.4807,-1.8386,-2.0952,-2.4400
1.990000,-1.3410,-1.4916,-1.8539,-2.1140,-2.4635
1.992000,-1.3506,-1.5026,-1.8694,-2.1329,-2.4874
1.994000,-1.3604,-1.5137,-1.8850,-2.1520,-2.5115
1.996000,-1.3702,-1.5249,-1.9007,-2.1714,-2.5359
1.998000,-1.3800,-1.5362,-1.9167,-2.1910,-2.5607
2.000000,-1.3900,-1.5476,-1.9328,-2.2108,-2.5857
2.002000,-1.4000,-1.5591,-1.9491,-2.2308,-2.6111
2.004000,-1.4102,-1.5707,-1.9655,-2.2511,-2.6368
2.006000,-1.4204,-1.5824,-1.9821,-2.2716,-2.6628
2.008000,-1.4307,-1.5942,-1.9989,-2.2923,-2.6891
2.010000,-1.4411,-1.6062,-2.0159,-2.3133,-2.7158
2.012000,-1.4516,-1.6182,-2.0331,-2.3345,-2.7428
2.014000,-1.4621,-1.6304,-2.0504,-2.3560,-2.7702
2.016000,-1.4728,-1.6427,-2.0679,-2.3777,-2.7978
2.018000,-1.4835,-1.6550,-2.0856,-2.3997,-2.8259
2.020000,-1.4944,-1.6675,-2.1035,-2.4219,-2.8543
2.022000,-1.5053,-1.6802,-2.1216,-2.4444,-2.8831
2.024000,-1.5163,-1.6929,-2.1399,-2.4671,-2.9122
2.026000,-1.5274,-1.7058,-2.1584,-2.4901,-2.9417
2.028000,-1.5386,-1.7187,-2.1770,-2.5134,-2.9716
2.030000,-1.5499,-1.7318,-2.1959,-2.5369,-3.0019
2.032000,-1.5613,-1.7451,-2.2150,-2.5608,-3.0326
2.034000,-1.5728,-1.7584,-2.2343,-2.5849,-3.0636
2.036000,-1.5844,-1.7719,-2.2538,-2.6093,-3.0951
2.038000,-1.5961,-1.7855,-2.2735,-2.6340,-3.1270
2.040000,-1.6079,-1.7992,-2.2934,-2.6589,-3.1593
2.042000,-1.6198,-1.8131,-2.3135,-2.6842,-3.1920
2.044000,-1.6318,-1.8271,-2.3339,-2.7098,-3.2251
2.046000,-1.6439,-1.8412,-2.3544,-2.7356,-3.2587
2.048000,-1.6561,-1.8554,-2.3752,-2.7618,-3.2927
2.050000,-1.6684,-1.8698,-2.3962,-2.7883,-3.3271
2.052000,-1.6808,-1.8843,-2.4175,-2.8151,-3.3620
2.054000,-1.6933,-1.8990,-2.4389,-2.8422,-3.3974
2.056000,-1.7059,-1.9138,-2.4607,-2.8697,-3.4332
2.058000,-1.7187,-1.9287,-2.4826,-2.8975,-3.4695
2.060000,-1.7315,-1.9438,-2.5048,-2.9256,-3.5063
2.062000,-1.7444,-1.9590,-2.5272,-2.9540,-3.5436
2.064000,-1.7575,-1.9744,-2.5499,-2.9828,-3.5814
2.066000,-1.7707,-1.9899,-2.5728,-3.0120,-3.6197
2.068000,-1.7840,-2.0056,-2.5960,-3.0415,-3.6584
2.070000,-1.7974,-2.0214,-2.6194,-3.0713,-3.6978
2.072000,-1.8109,-2.0374,-2.6431,-3.1016,-3.7376
2.074000,-1.8245,-2.0535,-2.6671,-3.1321,-3.7780
2.076000,-1.8383,-2.0697,-2.6913,-3.1631,-3.8189
2.078000,-1.8521,-2.0862,-2.7158,-3.1944,-3.8603
2.080000,-1.8661,-2.1028,-2.7406,-3.2262,-3.9024
2.082000,-1.8802,-2.1195,-2.7656,-3.2583,-3.9450
2.084000,-1.8945,-2.1364,-2.7909,-3.2908,-3.9882
2.086000,-1.9088,-2.1535,-2.8165,-3.3237,-4.0319
2.088000,-1.9233,-2.1707,-2.8424,-3.3570,-4.0763
2.090000,-1.9379,-2.1881,-2.8686,-3.3907,-4.1213
2.092000,-1.9526,-2.2057,-2.8950,-3.4248,-4.1668
2.094000,-1.9675,-2.2234,-2.9218,-3.4594,-4.2131
2.096000,-1.9825,-2.2413,-2.9489,-3.4944,-4.2599
2.098000,-1.9976,-2.2594,-2.9762,-3.5298,-4.3074
2.100000,-2.0128,-2.2777,-3.0039,-3.5657,-4.3556
2.102000,-2.0282,-2.2961,-3.0319,-3.6020,-4.4044
2.104000,-2.0437,-2.3147,-3.0602,-3.6388,-4.4539
2.106000,-2.0594,-2.3335,-3.0888,-3.6760,-4.5041
2.108000,-2.0752,-2.3525,-3.1178,-3.7137,-4.5550
2.110000,-2.0911,-2.3716,-3.1471,-3.7519,-4.6067
2.112000,-2.1072,-2.3910,-3.1767,-3.7905,-4.6590
2.114000,-2.1234,-2.4105,-3.2066,-3.8297,-4.7121
2.116000,-2.1398,-2.4303,-3.2369,-3.8693,-4.7659
2.118000,-2.1562,-2.4502,-3.2676,-3.9094,-4.8205
2.120000,-2.1729,-2.4703,-3.2986,-3.9501,-4.8759
2.122000,-2.1897,-2.4906,-3.3299,-3.9913,-4.9321
2.124000,-2.2066,-2.5111,-3.3616,-4.0330,-4.9890
2.126000,-2.2237,-2.5319,-3.3937,-4.0752,-5.0468
2.128000,-2.2409,-2.5528,-3.4261,-4.1179,-5.1054
2.130000,-2.2583,-2.5739,-3.4590,-4.1613,-5.1649
2.132000,-2.2759,-2.5952,-3.4922,-4.2051,-5.2252
2.134000,-2.2936,-2.6168,-3.5257,-4.2496,-5.2865
2.136000,-2.3114,-2.6386,-3.5597,-4.2946,-5.3486
2.138000,-2.3294,-2.6605,-3.5941,-4.3402,-5.4116
2.140000,-2.3476,-2.6827,-3.6289,-4.3864,-5.4755
2.142000,-2.3660,-2.7051,-3.6640,-4.4332,-5.5404
2.144000,-2.3845,-2.7278,-3.6996,-4.4806,-5.6062
2.146000,-2.4031,-2.7506,-3.7356,-4.5287,-5.6730
2.148000,-2.4220,-2.7737,-3.7721,-4.5773,-5.7408
2.150000,-2.4410,-2.7971,-3.8089,-4.6266,-5.8097
2.152000,-2.4601,-2.8206,-3.8462,-4.6766,-5.8795
2.154000,-2.4795,-2.8444,-3.8839,-4.7272,-5.9504
2.156000,-2.4990,-2.8684,-3.9221,-4.7785,-6.0224
2.158000,-2.5187,-2.8927,-3.9607,-4.8305,-6.0955
2.160000,-2.5386,-2.9172,-3.9998,-4.8831,-6.1697
2.162000,-2.5586,-2.9420,-4.0394,-4.9365,-6.2450
2.164000,-2.5788,-2.9670,-4.0794,-4.9906,-6.3215
2.166000,-2.5992,-2.9923,-4.1199,-5.0454,-6.3991
2.168000,-2.6198,-3.0178,-4.1609,-5.1009,-6.4780
2.170000,-2.6406,-3.0436,-4.2024,-5.1572,-6.5581
2.172000,-2.6616,-3.0696,-4.2444,-5.2143,-6.6395
2.174000,-2.6827,-3.0959,-4.2869,-5.2722,-6.7221
2.176000,-2.7041,-3.1225,-4.3299,-5.3308,-6.8061
2.178000,-2.7256,-3.1493,-4.3734,-5.3902,-6.8913
2.180000,-2.7474,-3.1765,-4.4174,-5.4505,-6.9780
2.182000,-2.7693,-3.2039,-4.4620,-5.5116,-7.0660
2.184000,-2.7915,-3.2315,-4.5072,-5.5735,-7.1555
2.186000,-2.8138,-3.2595,-4.5528,-5.6363,-7.2464
2.188000,-2.8363,-3.2877,-4.5991,-5.7000,-7.3388
2.190000,-2.8591,-3.3163,-4.6459,-5.7646,-7.4327
2.192000,-2.8821,-3.3451,-4.6933,-5.8300,-7.5282
2.194000,-2.9052,-3.3742,-4.7412,-5.8964,-7.6252
2.196000,-2.9286,-3.4036,-4.7898,-5.9638,-7.7239
2.198000,-2.9522,-3.4334,-4.8390,-6.0321,-7.8243
2.200000,-2.9760,-3.4634,-4.8887,-6.1013,-7.9263
2.202000,-3.0001,-3.4938,-4.9391,-6.1716,-8.0301
2.204000,-3.0243,-3.5244,-4.9902,-6.2428,-8.1357
2.206000,-3.0488,-3.5554,-5.0418,-6.3151,-8.2431
2.208000,-3.0735,-3.5867,-5.0941,-6.3885,-8.3524
2.210000,-3.0984,-3.6183,-5.1471,-6.4629,-8.4636
2.212000,-3.1236,-3.6503,-5.2008,-6.5384,-8.5768
2.214000,-3.1490,-3.6826,-5.2551,-6.6150,-8.6920
2.216000,-3.1747,-3.7152,-5.3101,-6.6928,-8.8093
2.218000,-3.2005,-3.7482,-5.3658,-6.7717,-8.9287
2.220000,-3.2267,-3.7815,-5.4222,-6.8518,-9.0503
2.222000,-3.2530,-3.8152,-5.4794,-6.9330,-9.1742
2.224000,-3.2796,-3.8492,-5.5373,-7.0156,-9.3004
2.226000,-3.3065,-3.8836,-5.5959,-7.0993,-9.4289
2.228000,-3.3336,-3.9183,-5.6553,-7.1843,-9.5599
2.230000,-3.3610,-3.9534,-5.7155,-7.2707,-9.6935
2.232000,-3.3886,-3.9889,-5.7764,-7.3584,-9.8296
2.234000,-3.4165,-4.0248,-5.8382,-7.4474,-9.9684
2.236000,-3.4446,-4.0611,-5.9008,-7.5378,-10.1100
2.238000,-3.4730,-4.0977,-5.9641,-7.6296,-10.2544
2.240000,-3.5017,-4.1347,-6.0284,-7.7229,-10.4017
2.242000,-3.5307,-4.1721,-6.0934,-7.8177,-10.5520
2.244000,-3.5599,-4.2100,-6.1594,-7.9140,-10.7055
2.246000,-3.5894,-4.2482,-6.2262,-8.0118,-10.8623
2.248000,-3.6192,-4.2868,-6.2939,-8.1113,-11.0223
2.250000,-3.6492,-4.3259,-6.3626,-8.2123,-11.1859
2.252000,-3.6796,-4.3654,-6.4322,-8.3151,-11.3530
2.254000,-3.7102,-4.4053,-6.5027,-8.4195,-11.5238
2.256000,-3.7412,-4.4457,-6.5742,-8.5257,-11.6985
2.258000,-3.7724,-4.4864,-6.6466,-8.6336,-11.8771
2.260000,-3.8040,-4.5277,-6.7201,-8.7434,-12.0600
2.262000,-3.8358,-4.5694,-6.7946,-8.8551,-12.2471
2.264000,-3.8679,-4.6115,-6.8701,-8.9687,-12.4387
2.266000,-3.9004,-4.6541,-6.9466,-9.0843,-12.6350
2.268000,-3.9332,-4.6972,-7.0243,-9.2019,-12.8362
2.270000,-3.9662,-4.7407,-7.1030,-9.3217,-13.0424
2.272000,-3.9997,-4.7847,-7.1829,-9.4435,-13.2540
2.274000,-4.0334,-4.8292,-7.2639,-9.5676,-13.4710
2.276000,-4.0674,-4.8742,-7.3461,-9.6940,-13.6939
2.278000,-4.1018,-4.9197,-7.4294,-9.8227,-13.9228
2.280000,-4.1366,-4.9658,-7.5140,-9.9537,-14.1580
2.282000,-4.1716,-5.0123,-7.5998,-10.0873,-14.3999
2.284000,-4.2070,-5.0593,-7.6869,-10.2234,-14.6488
2.286000,-4.2428,-5.1069,-7.7752,-10.3622,-14.9050
2.288000,-4.2789,-5.1550,-7.8649,-10.5037,-15.1689
2.290000,-4.3154,-5.2037,-7.9559,-10.6480,-15.4409
2.292000,-4.3522,-5.2529,-8.0483,-10.7951,-15.7216
