freq_GHz,Sdd11_dB_freespace,Sdd11_dB_onbody
1.8944,-2.0423371293460257,-4.692273382776804
1.8961000000000001,-2.0500019347794836,-4.702422062522648
1.8978000000000002,-2.0576869744663213,-4.712500574155554
1.8995,-2.0653918782458645,-4.7225085828009155
1.9012,-2.073116241240252,-4.732445770444982
1.9029,-2.08085962247853,-4.74231183591781
1.9046,-2.08862154356421,-4.7521064948665215
1.9063,-2.0964014873987127,-4.761829479719444
1.908,-2.1041988969743017,-4.771480539641555
1.9097,-2.1120131742511643,-4.781059440481844
1.9114,-2.1198436791342967,-4.7905659647129815
1.9131,-2.127689728567104,-4.799999911363759
1.9148,-2.1355505957594834,-4.809361095944729
1.9165,-2.1434255095693584,-4.8186493503674175
1.9182000000000001,-2.1513136540574873,-4.827864522857498
1.9199000000000002,-2.1592141682363075,-4.83700647786227
1.9216,-2.1671261460343674,-4.846075095952751
1.9233,-2.1750486364986017,-4.8550702737207105
1.925,-2.182980644257158,-4.8639919236709
1.9267,-2.1909211302659557,-4.872839974108782
1.9284,-2.1988690128622106,-4.881614369023954
1.9301,-2.2068231691480915,-4.8903150679695475
1.9318,-2.214782436727407,-4.898942045937775
1.9335,-2.2227456158174115,-4.907495293231816
1.9352,-2.230711471756987,-4.915974815334283
1.9369,-2.238678737930964,-4.9243806327723645
1.9386,-2.2466461191286884,-4.9327127809798625
1.9403000000000001,-2.2546122953526737,-4.940971310156204
1.9420000000000002,-2.262575926090552,-4.949156285122658
1.9437,-2.27053565506041,-4.957267785175766
1.9454,-2.2784901154359622,-4.965305903938219
1.9471,-2.2864379355538262,-4.973270749207224
1.9488,-2.294377745100541,-4.981162442800452
1.9505,-2.3023081817717426,-4.988981120399746
1.9522,-2.310227898390298,-4.996726931392581
1.9539,-2.3181355704638626,-5.004400038711455
1.9556,-2.3260299041559565,-5.012000618671195
1.9573,-2.3339096446373992,-5.019528860804392
1.959,-2.341773584777817,-5.026984967694884
1.9607,-2.349620574129191,-5.034369154809503
1.9624000000000001,-2.3574495281457617,-5.041681650328064
1.9641,-2.3652594375767637,-5.048922694971729
1.9658,-2.373049377960775,-5.05609254182973
1.9675,-2.3808185191428852,-5.063191456184662
1.9692,-2.388566134728754,-5.070219715336233
1.97,-2.3922044438939367,-5.073502765191079
1.9709,-2.396291611383017,-5.077177608423709
1.9726,-2.403994457873437,-5.084065436246971
1.9743,-2.4116743137571337,-5.090883511086401
1.976,-2.4193309576011113,-5.097632156521495
1.9777,-2.42696431462639,-5.104311707248435
1.9794,-2.434574463663507,-5.11092250889654
1.9811,-2.4421616433070525,-5.117464917843799
1.9828000000000001,-2.449726257158611,-5.123939301031432
1.9845000000000002,-2.457268878050656,-5.130346035777603
1.9862,-2.4647902511493456,-5.136685509590398
1.9879,-2.4722912958410426,-5.142958119980021
1.9896,-2.4797731063164865,-5.149164274270404
1.9913,-2.4872369507774703,-5.155304389410187
1.993,-2.494684269203415,-5.161378891783247
1.9947,-2.502116669629952,-5.167388217018736
1.9964,-2.5095359229073355,-5.173332809800806
1.9981,-2.516943955924158,-5.179213123677995
1.9998,-2.5243428433002113,-5.185029620872411
2.0015,-2.5317347975718407,-5.190782772088795
2.0032,-2.5391221579130328,-5.196473056323443
2.0049,-2.546507377455635,-5.202100960673177
2.0066,-2.553893009292223,-5.207666980144351
2.0083,-2.5612816912644902,-5.21317161746202
2.01,-2.5686761296587317,-5.218615382879293
2.0117000000000003,-2.5760790819472614,-5.223998793986997
2.0134,-2.583493338730266,-5.229322375523657
2.0151,-2.59092170504644,-5.2345866591859505
2.0168,-2.5983669812318966,-5.23979218343961
2.0185,-2.605831943516061,-5.244939493330939
2.0202,-2.613319324549227,-5.250029140298906
2.0219,-2.620831794059757,-5.255061681988006
2.0236,-2.628371939839159,-5.260037682061841
2.0253,-2.6359422492505975,-5.264957710017589
2.027,-2.64354509145053,-5.269822341001323
2.0287,-2.6511827005047843,-5.274632155624381
2.0304,-2.6588571595686545,-5.279387739780668
2.0321,-2.666570386287301,-5.2840896844651635
2.0338000000000003,-2.674324119556124,-5.288738585593534
2.0355,-2.6821199077631745,-5.293335043822951
2.0372,-2.6899590986159927,-5.297879664374241
2.0389,-2.6978428306343796,-5.302373056855344
2.0406,-2.7057720263692975,-5.306815835086178
2.0423,-2.7137473873859648,-5.311208616924948
2.044,-2.721769391027295,-5.315552024095966
2.0457,-2.7298382889522737,-5.3198466820190475
2.0474,-2.737954107422951,-5.324093219640459
2.0491,-2.7461166492940454,-5.3282922692655985
2.0508,-2.7543254976405693,-5.332444466393326
2.0525,-2.7625800209423357,-5.336550449552066
2.0542,-2.7708793797288935,-5.340610860137684
2.0559000000000003,-2.7792225345758843,-5.344626342253239
2.0576,-2.7876082553324877,-5.348597542550564
2.0593,-2.7960351314513594,-5.352525110073813
2.061,-2.8045015832856794,-5.356409696104908
2.0627,-2.81300587421374,-5.360251954010997
2.0644,-2.8215461234492905,-5.364052539093955
2.0661,-2.8301203193957454,-5.367812108441903
2.0678,-2.838726333403821,-5.371531320782815
2.0695,-2.847361933795984,-5.375210836340246
2.0712,-2.8560248000257866,-5.37885131669119
2.0729,-2.8647125368465796,-5.382453424626106
2.0746,-2.8734226883718277,-5.386017824011101
2.0763,-2.882152751917449,-5.389545179652362
2.0780000000000003,-2.8909001915260952,-5.393036157162749
2.0797,-2.899662451082988,-5.396491422830686
2.0814,-2.9084369669431274,-5.399911643491267
2.0831,-2.91722118000008,-5.403297486399676
2.0848,-2.9260125471369367,-5.4066496191068225
2.0865,-2.9348085520103497,-5.409968709337343
2.0882,-2.9436067151283734,-5.4132554248698295
2.0899,-2.9524046031927713,-5.416510433419434
2.0916,-2.9611998376852275,-5.419734402522758
2.0933,-2.969990102685849,-5.422927999425033
2.095,-2.9787731519199463,-5.426091890969685
2.0967000000000002,-2.9875468150366635,-5.429226743490157
2.0984,-2.9963090031294914,-5.43233322270409
2.1001000000000003,-3.0050577135145313,-5.435411993609835
2.1018,-3.0137910337876415,-5.438463720385231
2.1035,-3.0225071451859833,-5.44148906628876
2.1052,-3.03120432528319,-5.444488693562962
2.1069,-3.039880950050611,-5.447463263340167
2.1086,-3.0485354953193466,-5.450413435550524
2.1103,-3.057166537679767,-5.453339868832293
2.112,-3.065772754856516,-5.456243220444453
2.1137,-3.074352925597669,-5.459124146181482
2.1154,-3.082905929117175,-5.461983300290507
2.1171,-3.0914307441295903,-5.464821335390569
2.1188000000000002,-3.0999264475155837,-5.467638902394178
2.1205,-3.1083922126560926,-5.470436650431041
2.1222000000000003,-3.116827307471761,-5.47321522677398
2.1239,-3.1252310922031956,-5.475975276767012
2.1256,-3.1336030169660583,-5.478717443755597
2.1273,-3.141942619113285,-5.481442369018986
2.129,-3.150249520435227,-5.48415069170467
2.1307,-3.158523424226498,-5.486843048764971
2.1324,-3.1667641122465087,-5.489520074895622
2.1341,-3.1749714415987884,-5.492182402476421
2.1358,-3.1831453415523208,-5.49483066151395
2.1375,-3.1912858103261312,-5.497465479586174
2.1391999999999998,-3.199392911856603,-5.500087481789128
2.1409000000000002,-3.2074667725651813,-5.50269729068546
2.1426,-3.215507578142274,-5.505295526254935
2.1443000000000003,-3.223515570361632,-5.507882805846819
2.146,-3.231491043937714,-5.510459744134116
2.1477,-3.239434343437171,-5.5130269530696605
2.1494,-3.247345860254003,-5.515585041844001
2.1511,-3.255226029656679,-5.5181346168450665
2.1528,-3.2630753279142293,-5.5206762816195765
2.1545,-3.2708942695071115,-5.5232106368362235
2.1562,-3.278683404427585,-5.525738280250451
2.1579,-3.286443315573379,-5.5282598066710005
2.1596,-3.2941746162374015,-5.5307758079280145
2.1612999999999998,-3.3018779476955773,-5.533286872842781
2.1630000000000003,-3.3095539768939943,-5.535793587199045
2.1647,-3.317203394235943,-5.538296533715872
2.1664000000000003,-3.3248269114688562,-5.540796292021978
2.1681,-3.332425259670486,-5.543293438631617
2.1698,-3.339999187333411,-5.545788546921843
2.1715,-3.347549458546277,-5.5482821871112495
2.1732,-3.355076851270036,-5.550774926240072
2.1749,-3.362582155707043,-5.55326732815164
2.1766,-3.3700661727606347,-5.555759953475185
2.1783,-3.37752971258253,-5.5582533596099095
2.18,-3.3849735932053715,-5.560748100710344
2.1817,-3.3923986392573853,-5.56324472767293
2.1834,-3.39980568075617,-5.565743788123823
2.1851000000000003,-3.4071955519785195,-5.568245826407821
2.1868,-3.4145690904030346,-5.570751383578493
2.1885,-3.421927135722403,-5.5732609973893465
2.1902,-3.429270528922057,-5.575775202286159
2.1919,-3.4366001114220657,-5.5782945294002895
2.1936,-3.4439167242789863,-5.580819506543034
2.1953,-3.4512212074446484,-5.583350658200969
2.197,-3.458514399078598,-5.5858885055322265
2.1987,-3.4657971349113055,-5.5884335663637525
2.2004,-3.473070247655075,-5.590986355189407
2.2021,-3.4803345664597685,-5.593547383168939
2.2038,-3.487590916410464,-5.59611715812784
2.2055,-3.4948401180644115,-5.598696184557937
2.2072000000000003,-3.5020829870244983,-5.601284963618855
2.2089,-3.5093203335467056,-5.603883993140109
2.2106,-3.5165529621791327,-5.606493767624059
2.2123,-3.5237816714300645,-5.60911477824942
2.214,-3.531007253462917,-5.611747512875528
2.2157,-3.538230493815768,-5.614392456047201
2.2174,-3.545452171143401,-5.617050089000234
2.2191,-3.5526730569798404,-5.619720889667436
2.2208,-3.5598939155194103,-5.6224053326852435
2.2225,-3.5671155034145126,-5.625103889400863
2.2242,-3.574338569588351,-5.627817027879916
2.2259,-3.5815638550609075,-5.630545212914494
2.2276,-3.5887920927866186,-5.633288906031759
2.2293000000000003,-3.5960240075022307,-5.63604856550289
2.231,-3.603260315583356,-5.638824646352424
2.2327,-3.61050172490848,-5.641617600367997
2.2344,-3.6177489347290006,-5.644427876110408
2.2361,-3.6250026355442584,-5.647255918923979
2.2378,-3.632263508980253,-5.650102170947249
2.2395,-3.6395322276711455,-5.652967071123877
2.2412,-3.6468094551424097,-5.655851055213848
2.2429,-3.6540958456947994,-5.658754555804824
2.2446,-3.661392044288245,-5.661678002323764
2.2463,-3.6686986864248294,-5.66462182104864
2.248,-3.676016398030206,-5.667586435120341
2.2497,-3.6833457953326922,-5.670572264554702
2.2514000000000003,-3.690687484739483,-5.673579726254573
2.2531,-3.6980420627094306,-5.676609234022046
2.2548,-3.7054101156218944,-5.67966119857066
2.2565,-3.712792219641247,-5.682736027537681
2.2582,-3.720188940576661,-5.685834125496357
2.2599,-3.7276008337369126,-5.6889558939681955
2.2616,-3.7350284437799446,-5.692101731435152
2.2633,-3.742472304557007,-5.695272033351799
2.265,-3.749932938951319,-5.6984671921574055
2.2667,-3.757410858711163,-5.701687597287898
2.2684,-3.7649065642775055,-5.704933635187715
2.2701000000000002,-3.772420544606158,-5.708205689321508
2.2718,-3.7799532769847866,-5.711504140185667
2.2735000000000003,-3.7875052268448495,-5.7148293653196935
2.2752,-3.7950768475689607,-5.718181739317321
2.2769,-3.8026685802939215,-5.721561633837437
2.2786,-3.8102808537100543,-5.724969417614752
2.2803,-3.8179140838572283,-5.728405456470197
2.282,-3.825568673918387,-5.731870113321012
2.2837,-3.8332450140112124,-5.735363748190595
2.2854,-3.8409434809787286,-5.7388867182179215
2.2871,-3.8486644381798034,-5.742439377666704
2.2888,-3.85640823528051,-5.7460220779341515
2.2905,-3.8641752080474263,-5.749635167559325
2.2922000000000002,-3.8719656781440475,-5.75327899223111
2.2939,-3.8797799529315697,-5.756953894795779
2.2956000000000003,-3.887618325275432,-5.760660215264059
2.2973,-3.89548107335895,-5.764398290817781
2.299,-3.9033684605057566,-5.768168455816043
2.3007,-3.9112807350124545,-5.77197104180085
2.3024,-3.9192181299933497,-5.775806377502244
2.3041,-3.9271808632389265,-5.7796747888429065
2.3058,-3.9351691370900177,-5.783576598942198
2.3075,-3.943183138329491,-5.787512128119602
2.3092,-3.9512230380935187,-5.79148169389761
2.3109,-3.9592889918044376,-5.795485611003959
2.3126,-3.9673811391273013,-5.799524191373264
2.3143000000000002,-3.97549960395224,-5.803597744147975
2.316,-3.9836444944047633,-5.807706575678685
2.3177000000000003,-3.991815902886283,-5.811850989523741
2.3194,-4.000013906146832,-5.816031286448161
2.3211,-4.008238565392343,-5.820247764421781
2.3228,-4.01648992642849,-5.8245007186167275
2.3245,-4.024768019843164,-5.828790441404076
2.3262,-4.033072861229735,-5.833117222349743
2.3279,-4.041404451452864,-5.837481348209584
2.3296,-4.049762776958831,-5.841883102923661
2.3313,-4.058147810132012,-5.846322767609681
2.333,-4.066559509699096,-5.850800620555573
2.3347,-4.074997821182446,-5.855316937211193
2.3364000000000003,-4.083462677403808,-5.859871990179146
2.3381,-4.091953999039292,-5.864466049204636
2.3398000000000003,-4.1004716952265365,-5.869099381164498
2.3415,-4.1090156642243665,-5.873772250055121
2.3432,-4.117585794125338,-5.878484916979568
2.3449,-4.126181963620951,-5.883237640133558
2.3466,-4.134804042819237,-5.888030674790531
2.3483,-4.143451894113921,-5.892864273285642
2.35,-4.152125373104111,-5.897738684998721
2.3517,-4.16082432956303,-5.902654156336134
2.3534,-4.169548608453987,-5.9076109307115985
2.3551,-4.178298050991336,-5.912609248525833
2.3568,-4.187072495743878,-5.917649347145132
2.3585000000000003,-4.1958717797776455,-5.922731460878734
2.3602,-4.20469573983465,-5.927855820955097
2.3619000000000003,-4.213544213543984,-5.933022655496845
2.3636,-4.22241704066091,-5.938232189494639
2.3653,-4.231314064329598,-5.943484644779752
2.367,-4.240235132364576,-5.948780239995356
2.3687,-4.249180098545781,-5.954119190566605
2.3704,-4.2581488239216965,-5.959501708669342
2.3721,-4.267141178114963,-5.964928003197559
2.3738,-4.276157040624398,-5.970398279729414
2.3755,-4.28519630211744,-5.975912740491988
2.3772,-4.294258865706679,-5.9814715843246
2.3789,-4.3033446482041535,-5.98707500664069
2.3806000000000003,-4.312453581347031,-5.992723199388314
2.3823,-4.321585612988253,-5.998416351009165
2.3840000000000003,-4.330740708245921,-6.004154646396099
2.3857,-4.3399188506050566,-6.00993826684917
2.3874,-4.349120042965852,-6.015767390030166
2.3891,-4.358344308632487,-6.021642189915514
2.3908,-4.367591692237031,-6.027562836747718
2.3925,-4.376862260593185,-6.033529496985114
2.3942,-4.386156103474999,-6.0395423332500435
2.3959,-4.395473334316233,-6.045601504275361
2.3976,-4.404814090826243,-6.051707164849293
2.3993,-4.414178535519129,-6.057859465758573
2.401,-4.4235668561530295,-6.064058553729882
2.4027000000000003,-4.4329792660773535,-6.070304571369533
2.4044,-4.44241600448601,-6.076597657101352
2.4061,-4.451877336575635,-6.082937945102833
2.4078,-4.461363553608021,-6.089325565239406
2.4095,-4.47087497287702,-6.09576064299688
2.4112,-4.480411937580321,-6.102243299412033
2.4129,-4.489974816597556,-6.108773651001242
2.4146,-4.4995640041764275,-6.1153518096872785
2.4163,-4.509179919529297,-6.121977882724065
2.418,-4.518823006343151,-6.128651972619496
2.4197,-4.528493732206408,-6.135374177056247
2.4214,-4.538192587956399,-6.1421445888105595
2.4231,-4.5479200869519385,-6.148963295668946
2.4248000000000003,-4.5576767642756435,-6.155830380342845
2.4265,-4.567463175871028,-6.162745920381102
2.4282,-4.577279897619829,-6.169709988080402
2.4299,-4.587127524364988,-6.1767226503934625
2.4316,-4.597006668885194,-6.183783968835058
2.4333,-4.606917960826783,-6.190893999385837
2.435,-4.6168620455990625,-6.198052792393886
2.4367,-4.626839583239018,-6.205260392474003
2.4384,-4.636851247251446,-6.212516838404709
2.44,-4.646305778151642,-6.21939108449331
2.4401,-4.646897723430446,-6.219822163022899
2.4418,-4.656979708668094,-6.227176393116174
2.4435000000000002,-4.667097909756015,-6.2345795493127465
2.4452,-4.677253042185358,-6.242031645969
2.4469000000000003,-4.687445828950462,-6.24953269105458
2.4486,-4.697676999361214,-6.257082686035028
2.4503,-4.707947287868969,-6.264681625751965
2.452,-4.718257432910385,-6.2723294983007305
2.4537,-4.728608175773395,-6.280026284905507
2.4554,-4.739000259489133,-6.287771959791901
2.4571,-4.7494344277532665,-6.295566490056917
2.4588,-4.7599114238798865,-6.303409835536345
2.4605,-4.770431989790765,-6.311301948669525
2.4622,-4.780996865042319,-6.3192427743614346
2.4639,-4.79160678589249,-6.327232249842116
2.4656000000000002,-4.8022624844091455,-6.335270304523445
2.4673,-4.812964687621509,-6.34335685985312
2.4690000000000003,-4.8237141167156645,-6.351491829165965
2.4707,-4.834511486274829,-6.359675117532437
2.4724,-4.8453575035650545,-6.367906621604412
