strain_pct,freq_GHz,S11_dB
0.0,1.954,-4.722581884776735
0.0,1.956,-4.781248678127957
0.0,1.958,-4.840791111799955
0.0,1.96,-4.901225137773395
0.0,1.962,-4.962567091286559
0.0,1.964,-5.024833703513112
0.0,1.966,-5.088042114812396
0.0,1.968,-5.152209888585424
0.0,1.97,-5.217355025772024
0.0,1.972,-5.283495980026826
0.0,1.974,-5.35065167361514
0.0,1.976,-5.418841514071126
0.0,1.978,-5.488085411665597
0.0,1.98,-5.558403797732021
0.0,1.982,-5.629817643904539
0.0,1.984,-5.702348482324091
0.0,1.986,-5.776018426874119
0.0,1.988,-5.850850195510423
0.0,1.99,-5.926867133755546
0.0,1.992,-6.004093239432406
0.0,1.994,-6.0825531887176805
0.0,1.996,-6.1622723636012005
0.0,1.998,-6.243276880844552
0.0,2.0,-6.325593622538136
0.0,2.002,-6.409250268364243
0.0,2.004,-6.494275329681302
0.0,2.0060000000000002,-6.5806981855537305
0.0,2.008,-6.668549120861174
0.0,2.01,-6.7578593666310915
0.0,2.012,-6.848661142750256
0.0,2.0140000000000002,-6.940987703223099
0.0,2.016,-7.034873384157922
0.0,2.018,-7.130353654676657
0.0,2.02,-7.227465170959589
0.0,2.0220000000000002,-7.326245833654284
0.0,2.024,-7.426734848896049
0.0,2.026,-7.52897279320857
0.0,2.028,-7.6330016825756175
0.0,2.0300000000000002,-7.738865045999171
0.0,2.032,-7.84660800388674
0.0,2.034,-7.95627735164019
0.0,2.036,-8.067921648850167
0.0,2.0380000000000003,-8.181591314536579
0.0,2.04,-8.297338728914164
0.0,2.042,-8.415218342205346
0.0,2.044,-8.535286791068847
0.0,2.0460000000000003,-8.657603023265745
0.0,2.048,-8.782228431239991
0.0,2.05,-8.909226995354546
0.0,2.052,-9.038665437591813
0.0,2.0540000000000003,-9.17061338660419
0.0,2.056,-9.305143555083443
0.0,2.058,-9.442331930509674
0.0,2.06,-9.58225798044204
0.0,2.0620000000000003,-9.72500487362442
0.0,2.064,-9.870659718302287
0.0,2.066,-10.019313819280399
0.0,2.068,-10.171062955399414
0.0,2.0700000000000003,-10.326007679269818
0.0,2.072,-10.484253641278672
0.0,2.074,-10.64591194007563
0.0,2.076,-10.811099501952587
0.0,2.078,-10.979939491755479
0.0,2.08,-11.152561758207222
0.0,2.082,-11.329103316772954
0.0,2.084,-11.509708873468599
0.0,2.086,-11.694531393283912
0.0,2.088,-11.883732717170961
0.0,2.09,-12.077484231811443
0.0,2.092,-12.275967596622548
0.0,2.094,-12.479375532654684
0.0,2.096,-12.687912678158819
0.0,2.098,-12.901796515597594
0.0,2.1,-13.121258374695424
0.0,2.102,-13.346544515667896
0.0,2.104,-13.577917295930162
0.0,2.106,-13.815656422175433
0.0,2.108,-14.060060287510854
0.0,2.11,-14.311447389993607
0.0,2.112,-14.570157823969417
0.0,2.114,-14.83655482841045
0.0,2.116,-15.111026366070593
0.0,2.118,-15.393986692413339
0.0,2.12,-15.685877852099013
0.0,2.122,-15.987171010737109
0.0,2.124,-16.29836748694832
0.0,2.126,-16.6199992892862
0.0,2.128,-16.952628876802514
0.0,2.13,-17.296847740351744
0.0,2.132,-17.6532732289934
0.0,2.134,-18.02254280051529
0.0,2.136,-18.40530452675181
0.0,2.138,-18.802202190374405
0.0,2.14,-19.213852611566256
0.0,2.142,-19.640811862030837
0.0,2.144,-20.083525660586066
0.0,2.146,-20.542257384685772
0.0,2.148,-21.016984672335404
0.0,2.15,-21.507252508118675
0.0,2.152,-22.01196721309342
0.0,2.154,-22.529112716946283
0.0,2.156,-23.0553699731651
0.0,2.158,-23.58562685612498
0.0,2.16,-24.112387664007777
0.0,2.162,-24.625141356159077
0.0,2.164,-25.109840060399435
0.0,2.166,-25.54877508039658
0.0,2.168,-25.921271085128108
0.0,2.17,-26.205618970612786
0.0,2.172,-26.38233877191754
0.0,2.174,-26.438136146191415
0.0,2.176,-26.369141826008857
0.0,2.178,-26.181934455260706
