freq_GHz,Sdd11_dB
1.8332000000000002,-4.284351439066744
1.8349,-4.296668705691929
1.8366,-4.308938026113474
1.8383,-4.321158578705708
1.84,-4.333329548117635
1.8417,-4.3454501259000935
1.8434,-4.357519511121194
1.8451,-4.369536910968199
1.8468,-4.381501541334149
1.8485,-4.39341262738777
1.8502,-4.405269404125341
1.8519,-4.41707111690333
1.8536000000000001,-4.42881702195089
1.8553,-4.440506386861357
1.857,-4.4521384910621435
1.8587,-4.46371262626245
1.8604,-4.475228096878544
1.8621,-4.4866842204363095
1.8638,-4.498080327950997
1.8655,-4.509415764284185
1.8672,-4.520689888478121
1.8689,-4.531902074067597
1.8706,-4.543051709369732
1.8723,-4.554138197752025
1.874,-4.565160957879116
1.8757000000000001,-4.576119423938806
1.8774,-4.587013045847867
1.8791,-4.597841289438276
1.8808,-4.60860363662446
1.8825,-4.6192995855523
1.8842,-4.629928650730454
1.8859,-4.640490363144859
1.8876,-4.650984270356923
1.8893,-4.661409936586311
1.891,-4.671766942778821
1.8927,-4.682054886660261
1.8944,-4.692273382776804
1.8961000000000001,-4.702422062522648
1.8978000000000002,-4.712500574155554
1.8995,-4.7225085828009155
1.9012,-4.732445770444982
1.9029,-4.74231183591781
1.9046,-4.7521064948665215
1.9063,-4.761829479719444
1.908,-4.771480539641555
1.9097,-4.781059440481844
1.9114,-4.7905659647129815
1.9131,-4.799999911363759
1.9148,-4.809361095944729
1.9165,-4.8186493503674175
1.9182000000000001,-4.827864522857498
1.9199000000000002,-4.83700647786227
1.9216,-4.846075095952751
1.9233,-4.8550702737207105
1.925,-4.8639919236709
1.9267,-4.872839974108782
1.9284,-4.881614369023954
1.9301,-4.8903150679695475
1.9318,-4.898942045937775
1.9335,-4.907495293231816
1.9352,-4.915974815334283
1.9369,-4.9243806327723645
1.9386,-4.9327127809798625
1.9403000000000001,-4.940971310156204
1.9420000000000002,-4.949156285122658
1.9437,-4.957267785175766
1.9454,-4.965305903938219
1.9471,-4.973270749207224
1.9488,-4.981162442800452
1.9505,-4.988981120399746
1.9522,-4.996726931392581
1.9539,-5.004400038711455
1.9556,-5.012000618671195
1.9573,-5.019528860804392
1.959,-5.026984967694884
1.9607,-5.034369154809503
1.9624000000000001,-5.041681650328064
1.9641,-5.048922694971729
1.9658,-5.05609254182973
1.9675,-5.063191456184662
1.9692,-5.070219715336233
1.97,-5.073502765191079
1.9709,-5.077177608423709
1.9726,-5.084065436246971
1.9743,-5.090883511086401
1.976,-5.097632156521495
1.9777,-5.104311707248435
1.9794,-5.11092250889654
1.9811,-5.117464917843799
1.9828000000000001,-5.123939301031432
1.9845000000000002,-5.130346035777603
1.9862,-5.136685509590398
1.9879,-5.142958119980021
1.9896,-5.149164274270404
1.9913,-5.155304389410187
1.993,-5.161378891783247
1.9947,-5.167388217018736
1.9964,-5.173332809800806
1.9981,-5.179213123677995
1.9998,-5.185029620872411
2.0015,-5.190782772088795
2.0032,-5.196473056323443
2.0049,-5.202100960673177
2.0066,-5.207666980144351
2.0083,-5.21317161746202
2.01,-5.218615382879293
2.0117000000000003,-5.223998793986997
2.0134,-5.229322375523657
2.0151,-5.2345866591859505
2.0168,-5.23979218343961
2.0185,-5.244939493330939
2.0202,-5.250029140298906
2.0219,-5.255061681988006
2.0236,-5.260037682061841
2.0253,-5.264957710017589
2.027,-5.269822341001323
2.0287,-5.274632155624381
2.0304,-5.279387739780668
2.0321,-5.2840896844651635
2.0338000000000003,-5.288738585593534
2.0355,-5.293335043822951
2.0372,-5.297879664374241
2.0389,-5.302373056855344
2.0406,-5.306815835086178
2.0423,-5.311208616924948
2.044,-5.315552024095966
2.0457,-5.3198466820190475
2.0474,-5.324093219640459
2.0491,-5.3282922692655985
2.0508,-5.332444466393326
2.0525,-5.336550449552066
2.0542,-5.340610860137684
2.0559000000000003,-5.344626342253239
2.0576,-5.348597542550564
2.0593,-5.352525110073813
2.061,-5.356409696104908
2.0627,-5.360251954010997
2.0644,-5.364052539093955
2.0661,-5.367812108441903
2.0678,-5.371531320782815
2.0695,-5.375210836340246
2.0712,-5.37885131669119
2.0729,-5.382453424626106
2.0746,-5.386017824011101
2.0763,-5.389545179652362
2.0780000000000003,-5.393036157162749
2.0797,-5.396491422830686
2.0814,-5.399911643491267
2.0831,-5.403297486399676
2.0848,-5.4066496191068225
2.0865,-5.409968709337343
2.0882,-5.4132554248698295
2.0899,-5.416510433419434
2.0916,-5.419734402522758
2.0933,-5.422927999425033
2.095,-5.426091890969685
2.0967000000000002,-5.429226743490157
2.0984,-5.43233322270409
2.1001000000000003,-5.435411993609835
2.1018,-5.438463720385231
2.1035,-5.44148906628876
2.1052,-5.444488693562962
2.1069,-5.447463263340167
2.1086,-5.450413435550524
2.1103,-5.453339868832293
2.112,-5.456243220444453
2.1137,-5.459124146181482
2.1154,-5.461983300290507
2.1171,-5.464821335390569
2.1188000000000002,-5.467638902394178
2.1205,-5.470436650431041
2.1222000000000003,-5.47321522677398
2.1239,-5.475975276767012
2.1256,-5.478717443755597
2.1273,-5.481442369018986
2.129,-5.48415069170467
2.1307,-5.486843048764971
2.1324,-5.489520074895622
2.1341,-5.492182402476421
2.1358,-5.49483066151395
2.1375,-5.497465479586174
2.1391999999999998,-5.500087481789128
2.1409000000000002,-5.50269729068546
2.1426,-5.505295526254935
2.1443000000000003,-5.507882805846819
2.146,-5.510459744134116
2.1477,-5.5130269530696605
2.1494,-5.515585041844001
2.1511,-5.5181346168450665
2.1528,-5.5206762816195765
2.1545,-5.5232106368362235
2.1562,-5.525738280250451
2.1579,-5.5282598066710005
2.1596,-5.5307758079280145
2.1612999999999998,-5.533286872842781
2.1630000000000003,-5.535793587199045
2.1647,-5.538296533715872
2.1664000000000003,-5.540796292021978
2.1681,-5.543293438631617
2.1698,-5.545788546921843
2.1715,-5.5482821871112495
2.1732,-5.550774926240072
2.1749,-5.55326732815164
2.1766,-5.555759953475185
2.1783,-5.5582533596099095
2.18,-5.560748100710344
2.1817,-5.56324472767293
2.1834,-5.565743788123823
2.1851000000000003,-5.568245826407821
2.1868,-5.570751383578493
2.1885,-5.5732609973893465
2.1902,-5.575775202286159
2.1919,-5.5782945294002895
2.1936,-5.580819506543034
2.1953,-5.583350658200969
2.197,-5.5858885055322265
2.1987,-5.5884335663637525
2.2004,-5.590986355189407
2.2021,-5.593547383168939
2.2038,-5.59611715812784
2.2055,-5.598696184557937
2.2072000000000003,-5.601284963618855
2.2089,-5.603883993140109
2.2106,-5.606493767624059
2.2123,-5.60911477824942
2.214,-5.611747512875528
2.2157,-5.614392456047201
2.2174,-5.617050089000234
2.2191,-5.619720889667436
2.2208,-5.6224053326852435
2.2225,-5.625103889400863
2.2242,-5.627817027879916
2.2259,-5.630545212914494
2.2276,-5.633288906031759
2.2293000000000003,-5.63604856550289
2.231,-5.638824646352424
2.2327,-5.641617600367997
2.2344,-5.644427876110408
2.2361,-5.647255918923979
2.2378,-5.650102170947249
2.2395,-5.652967071123877
2.2412,-5.655851055213848
2.2429,-5.658754555804824
2.2446,-5.661678002323764
2.2463,-5.66462182104864
2.248,-5.667586435120341
2.2497,-5.670572264554702
2.2514000000000003,-5.673579726254573
2.2531,-5.676609234022046
2.2548,-5.67966119857066
2.2565,-5.682736027537681
2.2582,-5.685834125496357
2.2599,-5.6889558939681955
2.2616,-5.692101731435152
2.2633,-5.695272033351799
2.265,-5.6984671921574055
2.2667,-5.701687597287898
2.2684,-5.704933635187715
2.2701000000000002,-5.708205689321508
2.2718,-5.711504140185667
2.2735000000000003,-5.7148293653196935
2.2752,-5.718181739317321
2.2769,-5.721561633837437
2.2786,-5.724969417614752
2.2803,-5.728405456470197
2.282,-5.731870113321012
2.2837,-5.735363748190595
2.2854,-5.7388867182179215
2.2871,-5.742439377666704
2.2888,-5.7460220779341515
2.2905,-5.749635167559325
2.2922000000000002,-5.75327899223111
2.2939,-5.756953894795779
2.2956000000000003,-5.760660215264059
2.2973,-5.764398290817781
2.299,-5.768168455816043
2.3007,-5.77197104180085
2.3024,-5.775806377502244
2.3041,-5.7796747888429065
2.3058,-5.783576598942198
2.3075,-5.787512128119602
2.3092,-5.79148169389761
2.3109,-5.795485611003959
2.3126,-5.799524191373264
2.3143000000000002,-5.803597744147975
2.316,-5.807706575678685
2.3177000000000003,-5.811850989523741
2.3194,-5.816031286448161
2.3211,-5.820247764421781
2.3228,-5.8245007186167275
2.3245,-5.828790441404076
2.3262,-5.833117222349743
2.3279,-5.837481348209584
2.3296,-5.841883102923661
2.3313,-5.846322767609681
2.333,-5.850800620555573
2.3347,-5.855316937211193
2.3364000000000003,-5.859871990179146
2.3381,-5.864466049204636
2.3398000000000003,-5.869099381164498
2.3415,-5.873772250055121
2.3432,-5.878484916979568
2.3449,-5.883237640133558
2.3466,-5.888030674790531
2.3483,-5.892864273285642
2.35,-5.897738684998721
2.3517,-5.902654156336134
2.3534,-5.9076109307115985
2.3551,-5.912609248525833
2.3568,-5.917649347145132
2.3585000000000003,-5.922731460878734
2.3602,-5.927855820955097
2.3619000000000003,-5.933022655496845
2.3636,-5.938232189494639
2.3653,-5.943484644779752
2.367,-5.948780239995356
2.3687,-5.954119190566605
2.3704,-5.959501708669342
2.3721,-5.964928003197559
2.3738,-5.970398279729414
2.3755,-5.975912740491988
2.3772,-5.9814715843246
2.3789,-5.98707500664069
2.3806000000000003,-5.992723199388314
2.3823,-5.998416351009165
2.3840000000000003,-6.004154646396099
2.3857,-6.00993826684917
2.3874,-6.015767390030166
2.3891,-6.021642189915514
2.3908,-6.027562836747718
2.3925,-6.033529496985114
2.3942,-6.0395423332500435
2.3959,-6.045601504275361
2.3976,-6.051707164849293
2.3993,-6.057859465758573
2.401,-6.064058553729882
2.4027000000000003,-6.070304571369533
2.4044,-6.076597657101352
2.4061,-6.082937945102833
2.4078,-6.089325565239406
2.4095,-6.09576064299688
2.4112,-6.102243299412033
2.4129,-6.108773651001242
2.4146,-6.1153518096872785
2.4163,-6.121977882724065
2.418,-6.128651972619496
2.4197,-6.135374177056247
2.4214,-6.1421445888105595
2.4231,-6.148963295668946
2.4248000000000003,-6.155830380342845
2.4265,-6.162745920381102
2.4282,-6.169709988080402
2.4299,-6.1767226503934625
2.4316,-6.183783968835058
2.4333,-6.190893999385837
2.435,-6.198052792393886
2.4367,-6.205260392474003
2.4384,-6.212516838404709
2.44,-6.21939108449331
2.4401,-6.219822163022899
2.4418,-6.227176393116174
2.4435000000000002,-6.2345795493127465
2.4452,-6.242031645969
2.4469000000000003,-6.24953269105458
2.4486,-6.257082686035028
2.4503,-6.264681625751965
2.452,-6.2723294983007305
2.4537,-6.280026284905507
2.4554,-6.287771959791901
2.4571,-6.295566490056917
2.4588,-6.303409835536345
2.4605,-6.311301948669525
2.4622,-6.3192427743614346
2.4639,-6.327232249842116
2.4656000000000002,-6.335270304523445
2.4673,-6.34335685985312
2.4690000000000003,-6.351491829165965
2.4707,-6.359675117532437
2.4724,-6.367906621604412
2.4741,-6.376186229458117
2.4758,-6.384513820434293
2.4775,-6.392889264975526
2.4792,-6.401312424460714
2.4809,-6.409783151036698
2.4826,-6.418301287447033
2.4843,-6.426866666857849
2.486,-6.435479112680843
2.4877000000000002,-6.444138438393367
2.4894,-6.452844447355592
2.4911000000000003,-6.461596932624799
2.4928,-6.47039567676667
2.4945,-6.479240451663769
2.4962,-6.488131018320997
2.4979,-6.497067126668174
2.4996,-6.506048515359709
2.5013,-6.515074911571311
2.503,-6.524146030793841
2.5047,-6.533261576624225
2.5064,-6.542421240553508
2.5080999999999998,-6.551624701751994
2.5098000000000003,-6.560871626851588
2.5115,-6.570161669725229
2.5132000000000003,-6.579494471263558
2.5149,-6.588869659148773
2.5166000000000004,-6.598286847625716
2.5183,-6.607745637270233
2.52,-6.617245614754838
2.5217,-6.626786352611708
2.5234,-6.636367408993059
2.5251,-6.645988327428956
2.5268,-6.655648636582584
2.5285,-6.66534785000307
2.5302,-6.675085465875857
2.5319000000000003,-6.684860966770765
2.5336,-6.694673819387713
2.5353000000000003,-6.7045234743003075
2.537,-6.714409365697182
2.5387000000000004,-6.724330911121391
2.5404,-6.73428751120774
2.5421,-6.744278549418307
2.5438,-6.754303391776112
2.5455,-6.764361386597169
2.5472,-6.774451864220925
2.5489,-6.7845741367392565
2.5506,-6.794727497724122
2.5523,-6.804911221954023
2.5540000000000003,-6.815124565139387
2.5557,-6.825366763646981
2.5574000000000003,-6.835637034223611
2.5591,-6.845934573719114
2.5608,-6.8562585588089755
2.5625,-6.866608145716542
2.5642,-6.876982469935227
2.5659,-6.887380645950715
2.5676,-6.897801766963463
2.5693,-6.908244904611647
2.571,-6.918709108694846
2.5727,-6.929193406898549
2.5744,-6.939696804519869
2.5761000000000003,-6.950218284194586
2.5778,-6.960756805625806
2.5795000000000003,-6.971311305314564
2.5812,-6.981880696292472
2.5829,-6.992463867856897
2.5846,-7.0030596853087825
2.5863,-7.013666989693514
2.588,-7.024284597545087
2.5897,-7.0349113006339525
2.5914,-7.0455458657187915
2.5931,-7.056187034302632
2.5948,-7.066833522393603
2.5965,-7.0774840202707505
2.5982000000000003,-7.088137192255233
2.5999,-7.098791676487282
2.6016000000000004,-7.109446084709402
2.6033,-7.120099002056102
2.605,-7.130748986850666
2.6067,-7.141394570409366
2.6084,-7.1520342568535185
2.6101,-7.1626665229299205
2.6118,-7.173289817840037
2.6135,-7.183902563078496
2.6152,-7.194503152281304
2.6169000000000002,-7.205089951084325
2.6186,-7.215661296992532
2.6203000000000003,-7.22621549926051
2.622,-7.236750838784748
2.6237000000000004,-7.2472655680083236
2.6254,-7.257757910838384
2.6271,-7.268226062577173
2.6288,-7.278668189866959
2.6305,-7.289082430649605
2.6322,-7.29946689414127
2.6339,-7.3098196608228525
2.6356,-7.320138782446815
2.6372999999999998,-7.3304222820608675
2.6390000000000002,-7.340668154049292
2.6407,-7.350874364192366
2.6424000000000003,-7.361038849744602
2.6441,-7.371159519532347
2.6458000000000004,-7.381234254071455
2.6475,-7.39126090570554
2.6492,-7.401237298765585
2.6509,-7.411161229751362
2.6526,-7.421030467535449
2.6543,-7.430842753590323
2.656,-7.440595802239315
2.6577,-7.450287300931823
2.6593999999999998,-7.459914910543627
2.6611000000000002,-7.469476265702734
2.6628,-7.478968975141433
2.6645000000000003,-7.488390622075116
2.6662,-7.497738764608432
2.6679000000000004,-7.507010936169385
2.6696,-7.516204645971833
2.6713,-7.525317379507034
2.673,-7.534346599064619
2.6747,-7.543289744283614
2.6764,-7.5521442327339
2.6781,-7.560907460528584
2.6798,-7.569576802967729
2.6814999999999998,-7.578149615213822
2.6832000000000003,-7.586623232999358
2.6849,-7.594994973366837
2.6866000000000003,-7.603262135441616
2.6883,-7.611422001237692
2.6900000000000004,-7.619471836496885
2.6917,-7.6274088915613625
2.6934,-7.635230402279948
2.6951,-7.642933590948095
2.6968,-7.650515667281757
2.6985,-7.657973829425089
2.7002,-7.665305264992024
2.7019,-7.67250715214164
2.7036,-7.67957666068718
2.7053000000000003,-7.686510953238589
2.707,-7.693307186378272
2.7087000000000003,-7.699962511869922
2.7104,-7.706474077899901
2.7121000000000004,-7.712839030350946
2.7138,-7.719054514107574
2.7155,-7.725117674392823
2.7172,-7.731025658135586
2.7189,-7.736775615367991
2.7206,-7.742364700652069
2.7223,-7.7477900745348895
2.724,-7.753048905031372
2.7257,-7.758138369133773
2.7274000000000003,-7.76305565434694
2.7291,-7.767797960248167
2.7308000000000003,-7.772362500070603
2.7325,-7.776746502308986
2.7342000000000004,-7.780947212346366
2.7359,-7.784961894100608
2.7376,-7.7887878316891035
2.7393,-7.79242233111038
2.741,-7.795862721940873
2.7427,-7.799106359045452
2.7444,-7.802150624299875
2.7461,-7.804992928323518
2.7478,-7.807630712220515
2.7495000000000003,-7.810061449327548
2.7512,-7.812282646966263
2.7529000000000003,-7.814291848198474
2.7546,-7.816086633581998
2.7563000000000004,-7.817664622925219
2.758,-7.819023477038125
2.7597,-7.820160899477784
2.7614,-7.821074638286011
2.7631,-7.821762487717038
2.7648,-7.8222222899529665
2.7665,-7.822451936804647
2.7682,-7.822449371395813
2.7699,-7.822212589828062
2.7716000000000003,-7.821739642824463
2.7733,-7.821028637349368
2.7750000000000004,-7.820077738202195
2.7767,-7.81888516958281
2.7784,-7.8174492166262475
2.7801,-7.815768226904419
2.7818,-7.813840611892592
2.7835,-7.81166484839837
2.7852,-7.80923947995097
2.7869,-7.806563118148599
2.7886,-7.803634443961842
2.7903000000000002,-7.80045220899091
2.792,-7.797015236674793
2.7937000000000003,-7.793322423450293
2.7954,-7.789372739859029
2.7971000000000004,-7.785165231600603
2.7988,-7.780699020530148
2.8005,-7.77597330559857
2.8022,-7.77098736373389
2.8039,-7.7657405506621515
2.8056,-7.760232301666495
2.8073,-7.754462132283098
2.809,-7.748429638932684
2.8107,-7.74213449948655
2.8124000000000002,-7.735576473766076
2.8141,-7.728755403974798
2.8158000000000003,-7.721671215062286
2.8175,-7.714323915019133
2.8192000000000004,-7.706713595102492
2.8209,-7.698840429991755
2.8226,-7.690704677873984
2.8243,-7.682306680459025
2.826,-7.673646862924067
2.8277,-7.664725733787811
2.8294,-7.655543884714407
2.8311,-7.646101990247355
2.8328,-7.636400807473894
2.8345000000000002,-7.626441175620355
2.8362,-7.616224015579104
2.8379000000000003,-7.605750329367863
2.8396,-7.5950211995223125
2.8413000000000004,-7.584037788422878
2.843,-7.572801337556888
2.8447,-7.561313166717239
2.8464,-7.549574673138892
2.8481,-7.537587330574601
2.8498,-7.525352688311344
2.8515,-7.512872370129077
2.8532,-7.50014807320342
2.8548999999999998,-7.487181566954098
2.8566000000000003,-7.473974691840856
2.8583,-7.460529358108862
2.8600000000000003,-7.44684754448544
2.8617,-7.432931296830258
2.8634000000000004,-7.418782726740906
2.8651,-7.404404010116173
2.8668,-7.389797385678989
2.8685,-7.374965153461407
2.8702,-7.359909673253716
2.8719,-7.344633363020089
2.8736,-7.329138697282901
2.8753,-7.313428205478154
2.877,-7.297504470284243
2.8787000000000003,-7.281370125926365
2.8804,-7.265027856458993
2.8821000000000003,-7.248480394028542
2.8838,-7.231730517118759
2.8855000000000004,-7.214781048780847
2.8872,-7.197634854850921
2.8889,-7.180294842156648
2.8906,-7.162763956715661
2.8923,-7.145045181927605
2.894,-7.127141536762202
2.8957,-7.109056073945239
2.8974,-7.090791878144666
2.8991,-7.072352064158739
2.9008000000000003,-7.0537397751081565
2.9025,-7.034958180634159
2.9042000000000003,-7.016010475104299
2.9059,-6.996899875827848
2.9076000000000004,-6.977629621282301
2.9093,-6.9582029693529535
2.911,-6.938623195586793
2.9127,-6.9188935914625365
2.9144,-6.899017462678016
2.9161,-6.8789981274564616
2.9178,-6.858838914872891
2.9195,-6.83854316320189
2.9212,-6.8181142182879375
2.9229000000000003,-6.797555431939321
2.9246,-6.776870160346791
2.9263000000000003,-6.756061762527676
2.928,-6.735133598796633
2.9297000000000004,-6.714089029263467
2.9314,-6.692931412359158
2.9331,-6.671664103390355
2.9348,-6.650290453123251
2.9365,-6.628813806397153
2.9382,-6.607237500768285
2.9399,-6.5855648651841925
2.9416,-6.563799218689094
2.9433,-6.541943869160374
2.9450000000000003,-6.520002112076478
2.9467,-6.497977229316372
2.9484000000000004,-6.4758724879904825
2.9501,-6.453691139303405
2.9518000000000004,-6.431436417448064
2.9535,-6.409111538531497
2.9552,-6.386719699531916
2.9569,-6.364264077287045
2.9586,-6.3417478275133945
2.9603,-6.319174083856224
2.962,-6.296545956969943
2.9637000000000002,-6.273866533628527
2.9654,-6.251138875865616
2.9671000000000003,-6.228366020143844
2.9688,-6.2055509765530426
2.9705000000000004,-6.182696728036659
2.9722,-6.159806229646132
2.9739000000000004,-6.1368824078224415
2.9756,-6.113928159704567
2.9773,-6.090946352463975
2.979,-6.067939822664863
2.9807,-6.044911375649356
2.9824,-6.0218637849471275
2.9841,-5.998799791708849
2.9858000000000002,-5.975722104162805
2.9875,-5.95263339709411
2.9892000000000003,-5.929536311345817
2.9909,-5.9064334533414655
2.9926000000000004,-5.883327394628174
2.9943,-5.860220671440066
2.996,-5.837115784280991
2.9977,-5.814015197526334
2.9994,-5.79092133904314
3.0011,-5.767836599828024
3.0028,-5.744763333662426
3.0045,-5.721703856784615
3.0062,-5.698660447577987
3.0079000000000002,-5.675635346275277
3.0096,-5.652630754678139
3.0113000000000003,-5.6296488358918095
3.013,-5.606691714074553
3.0147000000000004,-5.583761474201351
3.0164,-5.560860161841918
3.0181,-5.537989782952496
3.0198,-5.515152303681518
3.0215,-5.492349650188832
3.0232,-5.469583708478556
3.0249,-5.446856324245503
3.0266,-5.4241693027351845
3.0283,-5.401524408617638
3.0300000000000002,-5.3789233658751225
3.0317,-5.356367857704014
3.0334000000000003,-5.333859526431148
3.0351,-5.311399973445167
3.0368000000000004,-5.288990759143045
3.0385,-5.266633402892688
3.0402,-5.244329383011874
3.0419,-5.222080136764589
3.0436,-5.199887060375218
3.0453,-5.177751509061707
3.047,-5.155674797088512
3.0487,-5.13365819784044
3.0504000000000002,-5.111702943918479
3.0521000000000003,-5.089810227258838
3.0538,-5.0679811992765575
3.0555000000000003,-5.046216971034919
3.0572,-5.024518613442403
3.0589000000000004,-5.002887157478418
3.0606,-4.981323594449746
3.0623,-4.959828876279208
3.064,-4.9384039158285225
3.0657,-4.917049587257029
3.0674,-4.8957667264184295
3.0691,-4.874556131297375
3.0708,-4.853418562488036
3.0725,-4.832354743716741
3.0742000000000003,-4.811365362410817
3.0759,-4.790451070315859
3.0776000000000003,-4.769612484163471
3.0793,-4.748850186391945
3.0810000000000004,-4.728164725921725
3.0827,-4.707556618988239
3.0844,-4.687026350033808
3.0861,-4.666574372661167
3.0878,-4.646201110650278
3.0895,-4.625906959040582
3.0912,-4.605692285280437
3.0929,-4.585557430445523
3.0946,-4.565502710527691
3.0963000000000003,-4.5455284177957225
3.098,-4.525634822229154
3.0997000000000003,-4.505822173026075
3.1014,-4.4860907001857555
3.1031000000000004,-4.466440616166335
