freq_GHz,S11_dB
3.4379999999999997,-1.627884685050536
3.44,-1.6273960695389196
3.442,-1.6269401155614975
3.444,-1.626516813278112
3.4459999999999997,-1.6261261541417924
3.448,-1.6257681308934857
3.45,-1.625442737556546
3.452,-1.625149969431846
3.4539999999999997,-1.6248898230919728
3.456,-1.624662296376884
3.458,-1.6244673883888006
3.46,-1.6243050994867503
3.4619999999999997,-1.6241754312824372
3.464,-1.6240783866353203
3.466,-1.6240139696479217
3.468,-1.623982185661243
3.4699999999999998,-1.6239830412505942
3.472,-1.6240165442210406
3.474,-1.624082703602857
3.476,-1.6241815296478452
3.4779999999999998,-1.6243130338247185
3.48,-1.6244772288155482
3.482,-1.6246741285111574
3.484,-1.6249037480078297
3.4859999999999998,-1.6251661036030696
3.488,-1.6254612127920667
3.49,-1.6257890942639739
3.492,-1.6261497678982
3.4939999999999998,-1.6265432547610166
3.496,-1.626969577102051
3.498,-1.627428758350815
3.5,-1.6279208231135023
